oz1	oz2	oz3	oz4	oz5	oz6	oz7	oz8	oz9	oz10	target
0.6796843409538269	0.9528766870498657	-0.7751902937889099	-1.7330595254898071	-0.6465892195701599	0.03443267568945885	1.0417795181274414	-0.9591599106788635	1.4284225702285767	-1.1382176876068115	-2.34450101852417
-1.1796035766601562	-1.1532231569290161	-0.8335580229759216	0.4991205930709839	-0.8141069412231445	-1.2578626871109009	0.5901919603347778	-0.6041176319122314	-0.8197316527366638	0.5659315586090088	0.3183385133743286
-1.438627004623413	-1.0589793920516968	-0.8679375648498535	1.201596736907959	-1.1382704973220825	-0.8197490572929382	1.2013287544250488	0.22678722441196442	1.1503286361694336	0.6680656671524048	0.41249939799308777
-0.9940377473831177	-1.6326903104782104	-1.160490870475769	-0.7029686570167542	-0.8959094882011414	-0.631834089756012	-1.1696873903274536	-0.934517502784729	0.432285338640213	0.2982218265533447	-0.14353631436824799
1.7336372137069702	1.2183247804641724	-0.34676146507263184	-1.4565281867980957	-0.165563702583313	-0.7835145592689514	-1.1375222206115723	-0.39911749958992004	1.154339075088501	-1.4154547452926636	0.028060929849743843
0.5148177146911621	0.3341710865497589	0.15911908447742462	-0.12502020597457886	0.36590638756752014	-0.19698728621006012	-0.671830952167511	1.3547676801681519	-0.4615675210952759	-0.4156236946582794	-0.7802695631980896
-1.5265392065048218	-1.391847014427185	-1.312424659729004	-0.8032061457633972	-0.9371457099914551	0.4507591426372528	-1.2091307640075684	-1.5942871570587158	1.5851786136627197	-1.198746681213379	-0.12964382767677307
0.666247546672821	0.3873676061630249	0.21121227741241455	-0.006532049737870693	0.20887549221515656	-1.3966381549835205	0.4697142541408539	0.004991852678358555	-0.8970525860786438	-1.3511892557144165	-1.2536588907241821
0.18603794276714325	-0.14863081276416779	-0.9076023697853088	-1.060857892036438	-0.8464738130569458	-1.1661452054977417	1.1959420442581177	-0.24684540927410126	1.0483808517456055	0.5277604460716248	0.2071317732334137
0.9539231657981873	1.4210106134414673	0.4556499421596527	-0.9963731169700623	0.7622659206390381	-0.8677802085876465	0.7882295846939087	-0.7678053975105286	-1.3786303997039795	-0.5682547092437744	-0.8447676301002502
0.08921465277671814	-0.79099440574646	-1.1372275352478027	0.39279046654701233	-0.8899416923522949	-0.5625424385070801	-1.3917022943496704	-0.5241383910179138	-0.6393262147903442	-0.1923334300518036	1.1505402326583862
