oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,SPUR
0.6796843409538269,0.9528766870498656,-0.7751902937889099,-1.7330595254898071,-0.6465892195701599,0.0344326756894588,1.0417795181274414,-0.9591599106788636,1.4284225702285769,-1.1382176876068115,-0.6121565438807011
-1.1796035766601562,-1.153223156929016,-0.8335580229759216,0.4991205930709839,-0.8141069412231445,-1.2578626871109009,0.5901919603347778,-0.6041176319122314,-0.8197316527366638,0.5659315586090088,-2.0719696283340454
-1.438627004623413,-1.0589793920516968,-0.8679375648498535,1.201596736907959,-1.1382704973220823,-0.8197490572929382,1.2013287544250488,0.2267872244119644,1.1503286361694336,0.6680656671524048,-1.9580195546150205
-0.9940377473831176,-1.6326903104782104,-1.160490870475769,-0.7029686570167542,-0.8959094882011414,-0.631834089756012,-1.1696873903274536,-0.934517502784729,0.432285338640213,0.2982218265533447,-1.5277435779571533
1.7336372137069702,1.2183247804641724,-0.3467614650726318,-1.4565281867980957,-0.165563702583313,-0.7835145592689514,-1.1375222206115725,-0.39911749958992,1.154339075088501,-1.4154547452926636,-0.9490782618522644
0.5148177146911621,0.3341710865497589,0.1591190844774246,-0.1250202059745788,0.3659063875675201,-0.1969872862100601,-0.671830952167511,1.354767680168152,-0.4615675210952759,-0.4156236946582794,0.16891910135746
-1.5265392065048218,-1.391847014427185,-1.312424659729004,-0.8032061457633972,-0.9371457099914552,0.4507591426372528,-1.2091307640075684,-1.5942871570587158,1.5851786136627195,-1.198746681213379,-0.4863865673542024
0.666247546672821,0.3873676061630249,0.2112122774124145,-0.0065320497378706,0.2088754922151565,-1.3966381549835205,0.4697142541408539,0.0049918526783585,-0.8970525860786438,-1.3511892557144165,-1.187762662768364
0.1860379427671432,-0.1486308127641677,-0.9076023697853088,-1.060857892036438,-0.8464738130569458,-1.1661452054977417,1.1959420442581177,-0.2468454092741012,1.0483808517456057,0.5277604460716248,-2.0126190185546875
0.9539231657981871,1.4210106134414673,0.4556499421596527,-0.9963731169700624,0.7622659206390381,-0.8677802085876465,0.7882295846939087,-0.7678053975105286,-1.3786303997039795,-0.5682547092437744,-0.1055142879486084
0.0892146527767181,-0.79099440574646,-1.1372275352478027,0.3927904665470123,-0.8899416923522949,-0.5625424385070801,-1.3917022943496704,-0.5241383910179138,-0.6393262147903442,-0.1923334300518036,-1.452484130859375
0.564620852470398,0.3292354047298431,0.9486126899719238,0.5231791138648987,1.0406187772750854,-0.6291377544403076,0.0626829713582992,1.3484463691711426,-0.3983030915260315,0.1406078487634658,0.41148102283477783
-0.5056629180908203,-1.0985549688339231,-0.3239952325820923,-1.367222785949707,-0.2944595217704773,0.276620864868164,-1.2193186283111572,-1.639697790145874,-0.7085390090942383,-0.373531699180603,-0.017838656902313288
-0.4039463996887207,-0.5871970653533936,0.2368799746036529,-0.3146462738513946,-0.0474247075617313,0.8491708040237427,0.2578378021717071,-1.3414539098739624,-1.0285025835037231,0.3232535719871521,0.8017460964620113
0.4159327745437622,-0.1786469966173172,0.2774748504161834,1.292077660560608,0.4521526098251343,0.9254794120788574,-0.6533442735671997,-0.3101556301116943,-0.1170030385255813,0.5413941144943237,1.3776320219039917
-0.2367921471595764,0.4398262202739715,-0.3321327865123749,-1.488758563995361,-0.6117897033691406,1.3253413438796997,-0.7601868510246277,0.6852256059646606,-1.3043724298477173,1.3722567558288574,0.7135516405105591
0.3471535146236419,-0.0576916150748729,-0.1756894737482071,-0.2526412904262543,-0.44234499335289,-0.3529349267482757,0.3013992309570312,-1.5103620290756226,0.8403105735778809,-1.006338596343994,-0.7952799201011658
0.560479998588562,1.2043616771697998,2.162005424499512,0.993641197681427,1.6839277744293213,1.5176812410354614,0.2277854233980178,0.8783963918685913,1.531059503555298,-1.6148593425750732,3.2016090154647827
-1.414944410324097,-1.6324173212051392,-0.6619329452514648,0.8631022572517395,-0.7206982970237732,0.5974804162979126,1.587924242019653,-1.536496877670288,1.4977999925613403,-1.648753046989441,-0.1232178807258606
0.3259523510932922,0.4651427268981933,-1.08430016040802,-0.998474419116974,-1.0701302289962769,0.2797356247901916,0.1092234179377555,-0.4146745204925537,-1.58753764629364,0.7609848380088806,-0.7903946042060852
-1.4228094816207886,-1.0298457145690918,-1.2394839525222778,0.1653273105621338,-0.7693794369697571,-1.414887547492981,-0.2750109136104584,-0.8370620012283325,-0.4072977304458618,0.5839639902114868,-2.184266984462738
1.5708205699920654,1.4767347574234009,3.0058817863464355,1.594520092010498,3.653910636901856,1.4186725616455078,0.5060403943061829,0.9525436758995056,0.4259124100208282,0.5558415055274963,5.072583198547363
